ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language,Cluster
580,62,Male,Single,3514.182143,1/8/2023,35344.6,268.653,Associate Degree,Himachal Pradesh,Teacher,policy1,In-Person,policy3,Family,Mail,Mail,Morning,Mandarin,3
581,41,Female,Single,6261.831664,9/15/2021,26046.2,96.216,Associate Degree,Chhattisgarh,Teacher,policy3,In-Person,policy1,Individual,Phone,Text,Anytime,Mandarin,4
582,49,Male,Single,4655.445225,3/9/2023,19151.9,48.094,Associate Degree,Goa,Entrepreneur,policy3,Phone,policy4,Group,Text,Mail,Evening,French,4
583,36,Male,Divorced,5150.051485,8/19/2024,29843,109.752,Master's Degree,Madhya Pradesh,Lawyer,policy2,Phone,policy5,Group,In-Person Meeting,Text,Morning,French,4
584,39,Male,Widowed,1883.832642,7/24/2024,10574.5,226.716,High School Diploma,Daman and Diu,Doctor,policy3,Phone,policy2,Individual,Mail,Text,Morning,French,2
585,30,Female,Single,1413.093887,10/8/2022,21631.9,1057.633,Master's Degree,Bihar,Nurse,policy5,Phone,policy2,Family,Text,In-Person Meeting,Anytime,French,1
586,56,Male,Divorced,2662.103491,3/16/2017,34612.4,210.634,Associate Degree,Maharashtra,Teacher,policy1,Chat,policy5,Business,Mail,Mail,Afternoon,French,3
587,42,Female,Married,1814.516052,1/30/2023,47408.9,900.825,Doctorate,Himachal Pradesh,Lawyer,policy3,Phone,policy1,Individual,Text,In-Person Meeting,Evening,German,2
588,45,Female,Divorced,6304.558962,4/27/2024,22310.1,100.252,Doctorate,Haryana,Salesperson,policy1,Phone,policy2,Group,Text,Text,Afternoon,Spanish,4
589,41,Male,Divorced,4114.354257,6/12/2020,41608.1,678.515,Master's Degree,West Bengal,Salesperson,policy1,Mobile App,policy1,Group,Email,Text,Morning,Spanish,2
590,60,Male,Separated,9288.677891,7/17/2024,8253.5,17.788,Associate Degree,Tamil Nadu,Nurse,policy3,Chat,policy2,Business,Phone,Mail,Weekends,German,4
591,24,Female,Single,2245.324283,6/7/2022,24596.7,1053.709,Associate Degree,Maharashtra,Engineer,policy2,In-Person,policy3,Group,Phone,Email,Morning,English,1
592,36,Male,Married,2858.478429,4/13/2022,20138.5,595.758,High School Diploma,Gujarat,Doctor,policy5,Chat,policy1,Individual,Email,In-Person Meeting,Evening,German,2
593,25,Female,Single,2307.393037,4/16/2024,35291.8,1111.789,Associate Degree,Tamil Nadu,Entrepreneur,policy5,Mobile App,policy4,Group,Phone,Phone,Morning,English,1
594,39,Male,Married,3848.463616,10/28/2022,14598.5,421.904,Doctorate,Karnataka,Lawyer,policy1,Chat,policy2,Group,Text,Mail,Weekends,English,2
595,36,Female,Divorced,7401.438712,11/29/2021,6020.7,9.622,Doctorate,Tripura,Entrepreneur,policy2,Mobile App,policy4,Business,Email,Mail,Afternoon,German,4
596,51,Female,Single,3109.985662,9/26/2014,46061.6,350.462,Bachelor's Degree,Kerala,Lawyer,policy3,In-Person,policy5,Group,In-Person Meeting,In-Person Meeting,Weekends,French,3
597,21,Male,Married,5715.952691,6/11/2022,38891.6,105.255,Doctorate,Delhi,Entrepreneur,policy1,In-Person,policy2,Family,Phone,Email,Weekends,French,4
598,38,Male,Married,2564.972668,12/18/2023,46628,1041.768,Associate Degree,Maharashtra,Artist,policy5,In-Person,policy2,Business,Email,Phone,Anytime,French,2
599,37,Female,Married,4554.564927,9/22/2023,35400.6,759.419,Associate Degree,West Bengal,Manager,policy3,In-Person,policy2,Individual,Mail,Mail,Morning,English,2
600,30,Female,Widowed,4017.457721,6/22/2019,49801.3,272.724,High School Diploma,Maharashtra,Doctor,policy1,Mobile App,policy4,Business,Email,In-Person Meeting,Anytime,Mandarin,3
601,80,Male,Single,4925.82076,9/12/2023,15392,96.652,Doctorate,Nagaland,Doctor,policy5,In-Person,policy3,Business,Email,Email,Afternoon,English,3
602,40,Male,Married,3347.069951,11/8/2024,36501.4,775.428,High School Diploma,Arunachal Pradesh,Doctor,policy3,Email,policy5,Family,Phone,Phone,Anytime,French,2
603,46,Female,Married,1062.125545,12/22/2024,26912.8,313.036,Associate Degree,Meghalaya,Teacher,policy5,Chat,policy2,Individual,Mail,Text,Afternoon,English,2
604,37,Male,Married,3147.933791,8/14/2019,19298,282.284,Associate Degree,Odisha,Teacher,policy2,Email,policy2,Group,Email,In-Person Meeting,Afternoon,Spanish,2
605,43,Female,Married,7174.226865,5/30/2021,42835.5,134.285,Associate Degree,Jharkhand,Doctor,policy4,Mobile App,policy4,Individual,Email,In-Person Meeting,Morning,German,4
606,52,Male,Widowed,4461.165192,9/28/2020,14217.2,72.444,Bachelor's Degree,Karnataka,Doctor,policy3,Chat,policy3,Group,Phone,Text,Morning,French,3
607,55,Male,Single,3644.484673,12/14/2023,27904.7,235.368,Doctorate,Mizoram,Engineer,policy4,In-Person,policy2,Business,Mail,Text,Weekends,Spanish,3
608,37,Female,Married,4172.51229,6/17/2022,40880.8,621.119,Bachelor's Degree,Goa,Teacher,policy2,Chat,policy1,Group,Email,Mail,Morning,French,2
609,51,Female,Married,4754.7383,5/1/2016,28225.9,267.025,High School Diploma,Maharashtra,Doctor,policy2,Email,policy4,Group,Email,Phone,Morning,German,3
610,50,Male,Divorced,3900.665218,9/14/2020,25932.9,756.265,Doctorate,Karnataka,Engineer,policy2,Mobile App,policy5,Group,Text,Phone,Morning,German,2
611,37,Male,Married,2973.262668,7/4/2024,46308.9,821.774,Associate Degree,Chhattisgarh,Teacher,policy2,Mobile App,policy2,Family,Email,Phone,Anytime,Spanish,2
612,20,Female,Single,2181.225525,10/5/2023,24477.6,749.594,Doctorate,Goa,Manager,policy3,Mobile App,policy5,Business,Text,In-Person Meeting,Afternoon,French,1
613,31,Male,Divorced,2651.435333,5/30/2021,31406.4,668.261,Associate Degree,Bihar,Artist,policy3,Mobile App,policy1,Business,Email,Phone,Anytime,Spanish,2
614,30,Female,Single,1451.934104,7/3/2022,15894,597.546,Associate Degree,Uttarakhand,Engineer,policy3,Mobile App,policy1,Group,Mail,Email,Weekends,French,1
615,28,Male,Divorced,5512.397151,7/26/2024,23105.6,109.776,High School Diploma,Arunachal Pradesh,Artist,policy2,Chat,policy5,Group,Mail,Mail,Anytime,French,4
616,40,Male,Single,10437.76892,9/20/2024,16751.7,37.216,High School Diploma,Uttar Pradesh,Teacher,policy4,Chat,policy1,Family,Text,In-Person Meeting,Weekends,French,4
617,23,Female,Single,2135.789081,6/21/2023,9423.8,406.444,Bachelor's Degree,Andaman and Nicobar Islands,Doctor,policy2,In-Person,policy1,Group,Email,In-Person Meeting,Weekends,German,1
618,42,Male,Married,3007.784833,6/21/2023,36724.7,449.211,Associate Degree,West Bengal,Nurse,policy1,Chat,policy3,Business,Phone,In-Person Meeting,Anytime,Mandarin,2
619,52,Male,Single,3555.424088,12/13/2017,31536.9,167.423,Doctorate,Himachal Pradesh,Lawyer,policy1,Chat,policy4,Group,Text,In-Person Meeting,Anytime,English,3
620,41,Female,Divorced,9096.538806,8/7/2023,39539.5,135.217,Associate Degree,Uttar Pradesh,Artist,policy3,Chat,policy3,Family,Phone,Email,Afternoon,Mandarin,4
621,63,Female,Divorced,8909.313718,11/30/2023,38793.1,164.901,Master's Degree,Gujarat,Lawyer,policy5,Email,policy4,Family,Phone,In-Person Meeting,Anytime,English,4
622,29,Female,Single,1920.512481,7/22/2023,19270.9,616.352,Associate Degree,Tamil Nadu,Doctor,policy3,Mobile App,policy1,Individual,Phone,Mail,Morning,Spanish,1
623,39,Female,Married,5017.474212,5/12/2024,20580.1,301.841,Doctorate,Goa,Engineer,policy2,In-Person,policy5,Business,Email,In-Person Meeting,Weekends,French,2
624,43,Male,Married,9822.202583,7/23/2022,46478.9,137.183,Associate Degree,Mizoram,Engineer,policy2,Mobile App,policy4,Individual,Email,In-Person Meeting,Anytime,French,4
625,38,Female,Married,3688.041661,5/21/2022,32059,210.855,Bachelor's Degree,Chhattisgarh,Engineer,policy2,Email,policy3,Business,Mail,Email,Evening,German,3
626,38,Female,Divorced,5660.097701,6/5/2024,9398.8,27.469,Doctorate,Madhya Pradesh,Lawyer,policy5,Phone,policy4,Business,Mail,In-Person Meeting,Anytime,French,4
627,34,Female,Married,8470.465372,9/16/2021,44388.7,207.019,Associate Degree,Rajasthan,Artist,policy3,Email,policy2,Business,Mail,Phone,Anytime,German,4
628,39,Female,Divorced,2402.315682,10/30/2021,21696.9,181.871,Associate Degree,Gujarat,Salesperson,policy3,Mobile App,policy5,Family,Phone,Phone,Afternoon,Spanish,3
629,32,Female,Single,3486.892516,2/14/2022,26184.1,373.096,Bachelor's Degree,Punjab,Entrepreneur,policy5,Mobile App,policy1,Family,Text,Email,Weekends,French,2
630,29,Male,Divorced,3368.078484,11/28/2024,28506.8,139.54,Bachelor's Degree,Dadra and Nagar Haveli,Teacher,policy5,In-Person,policy5,Individual,Email,Phone,Morning,Mandarin,4
631,32,Male,Married,2843.309973,8/6/2023,35811.2,624.912,Bachelor's Degree,Dadra and Nagar Haveli,Entrepreneur,policy1,Phone,policy2,Family,In-Person Meeting,In-Person Meeting,Weekends,French,2
632,72,Male,Married,4111.906504,1/23/2019,6940.3,41.823,Doctorate,Daman and Diu,Salesperson,policy5,Mobile App,policy1,Business,In-Person Meeting,Mail,Weekends,Spanish,3
633,32,Female,Divorced,3512.090696,1/10/2023,42608.7,506.548,Master's Degree,West Bengal,Engineer,policy5,In-Person,policy5,Individual,Mail,Email,Evening,German,2
634,46,Male,Married,5656.383599,2/19/2024,6196.2,36.091,Associate Degree,Puducherry,Doctor,policy3,Chat,policy1,Individual,Phone,Email,Afternoon,French,3
635,37,Male,Widowed,6432.642902,7/2/2022,33248.8,110.829,High School Diploma,Tamil Nadu,Nurse,policy5,In-Person,policy1,Group,Mail,In-Person Meeting,Anytime,German,4
636,30,Male,Married,3061.770659,1/28/2020,28652.7,472.49,Doctorate,Arunachal Pradesh,Artist,policy5,Email,policy3,Group,Text,Phone,Weekends,French,2
637,42,Male,Single,12335.9936,11/12/2022,29538.5,105.187,Doctorate,Uttar Pradesh,Manager,policy2,Mobile App,policy2,Group,Phone,Phone,Morning,German,4
638,41,Female,Divorced,2419.366646,4/11/2023,14566.7,234.936,Master's Degree,Daman and Diu,Teacher,policy1,Phone,policy3,Family,Mail,Mail,Anytime,French,2
639,39,Male,Divorced,4683.132923,11/16/2023,46873.4,1221.184,Master's Degree,Assam,Teacher,policy3,Email,policy1,Group,In-Person Meeting,Email,Afternoon,Spanish,2
640,53,Female,Single,3859.050427,11/7/2017,27142.1,197.224,Doctorate,Haryana,Entrepreneur,policy4,Mobile App,policy2,Business,Text,Text,Morning,German,3
641,21,Male,Separated,1382.130626,12/13/2023,11069.2,509.853,Associate Degree,Madhya Pradesh,Salesperson,policy2,Email,policy5,Individual,Mail,Mail,Morning,Mandarin,1
642,60,Female,Widowed,3541.692697,12/3/2024,27143.9,164.093,Bachelor's Degree,Puducherry,Entrepreneur,policy3,Phone,policy5,Group,In-Person Meeting,Phone,Anytime,German,3
643,32,Female,Single,1409.536028,7/18/2024,43302.9,1966.305,Master's Degree,Telangana,Doctor,policy1,Phone,policy2,Family,Mail,In-Person Meeting,Afternoon,German,1
644,39,Male,Divorced,8427.432864,7/18/2023,5862.5,12.693,Master's Degree,Punjab,Entrepreneur,policy1,Mobile App,policy4,Business,Phone,Email,Afternoon,French,4
645,53,Male,Widowed,5611.093286,6/24/2024,27556.8,193.782,Associate Degree,Arunachal Pradesh,Nurse,policy4,Phone,policy1,Family,Text,Mail,Weekends,German,3
646,35,Female,Married,2084.550698,11/5/2019,18247.3,536.37,Doctorate,Arunachal Pradesh,Nurse,policy3,Chat,policy5,Group,Text,Text,Anytime,Mandarin,2
647,41,Male,Married,2371.73954,11/7/2021,44027.7,734.552,Master's Degree,Odisha,Doctor,policy5,Email,policy5,Group,Mail,In-Person Meeting,Weekends,German,2
648,34,Female,Single,2999.756084,12/2/2021,18143.6,18.636,Bachelor's Degree,Goa,Lawyer,policy1,In-Person,policy4,Individual,Mail,Email,Morning,German,4
649,36,Male,Divorced,8757.337778,12/22/2023,8694.8,11.053,Associate Degree,Arunachal Pradesh,Manager,policy3,Mobile App,policy4,Group,Email,Phone,Weekends,Mandarin,4
650,30,Male,Single,1665.490941,10/19/2023,17998.1,676.618,Doctorate,Gujarat,Engineer,policy3,In-Person,policy2,Family,Text,Email,Afternoon,Mandarin,1
651,43,Female,Divorced,7414.070392,8/18/2023,19515.2,27.081,Associate Degree,Punjab,Lawyer,policy2,Email,policy5,Family,Mail,In-Person Meeting,Evening,Spanish,4
652,43,Female,Divorced,2936.761999,3/8/2024,34037.4,356.715,Associate Degree,Himachal Pradesh,Manager,policy2,Email,policy5,Group,Mail,Email,Weekends,Spanish,2
653,51,Female,Single,4457.74032,10/5/2022,46542.7,120.312,High School Diploma,Dadra and Nagar Haveli,Lawyer,policy5,Chat,policy2,Group,Mail,Mail,Morning,Spanish,4
654,55,Female,Widowed,3994.116623,5/20/2023,32751,305.889,Doctorate,Andaman and Nicobar Islands,Nurse,policy4,Chat,policy3,Business,Mail,Phone,Morning,English,3
655,19,Male,Married,2402.799843,7/2/2024,19220.2,843.822,Doctorate,Haryana,Nurse,policy5,Mobile App,policy5,Group,Email,Text,Evening,German,1
656,37,Female,Single,7643.391612,8/7/2021,17398,37.347,Associate Degree,Madhya Pradesh,Manager,policy3,Mobile App,policy1,Group,In-Person Meeting,Phone,Morning,Spanish,4
657,25,Male,Married,1970.291104,8/19/2022,7362.4,234.565,Master's Degree,Assam,Artist,policy3,Email,policy3,Group,Phone,Phone,Weekends,French,1
658,45,Female,Married,2645.620108,11/13/2023,22976.7,238.57,Doctorate,Madhya Pradesh,Entrepreneur,policy3,In-Person,policy3,Individual,In-Person Meeting,Phone,Morning,English,2
659,75,Female,Married,2767.236481,11/9/2018,38664.3,344.964,Master's Degree,Manipur,Teacher,policy1,Phone,policy4,Family,Mail,In-Person Meeting,Afternoon,English,3
660,51,Female,Single,4604.015452,12/4/2022,41866.4,45.795,Master's Degree,Madhya Pradesh,Engineer,policy1,Chat,policy1,Group,Phone,Mail,Afternoon,German,4
661,43,Female,Divorced,5431.93673,7/26/2021,18282.8,81.594,High School Diploma,Uttar Pradesh,Entrepreneur,policy3,Chat,policy3,Group,Mail,Mail,Afternoon,German,4
662,44,Male,Married,2310.346443,9/12/2023,17606,187.918,High School Diploma,Arunachal Pradesh,Entrepreneur,policy3,Email,policy3,Group,Phone,In-Person Meeting,Anytime,English,2
663,51,Male,Single,4566.657855,6/30/2016,47906.9,269.531,High School Diploma,Sikkim,Artist,policy2,Mobile App,policy1,Business,In-Person Meeting,Mail,Weekends,English,3
664,37,Female,Divorced,6989.340823,11/30/2021,41527.8,80.478,High School Diploma,Puducherry,Salesperson,policy3,Chat,policy2,Family,Email,Email,Weekends,Spanish,4
665,23,Female,Single,1855.928675,7/13/2023,15955.6,723.833,Master's Degree,Arunachal Pradesh,Artist,policy1,Mobile App,policy2,Family,Email,Text,Weekends,French,1
666,37,Female,Single,7479.68055,6/20/2022,8713.6,39.937,Master's Degree,West Bengal,Salesperson,policy2,In-Person,policy2,Business,Phone,In-Person Meeting,Weekends,German,4
667,64,Female,Married,3458.89271,12/10/2013,44400.2,412.509,Bachelor's Degree,Punjab,Artist,policy1,Mobile App,policy5,Group,Phone,Mail,Afternoon,English,3
668,42,Male,Single,8089.927833,10/25/2023,10325.1,28.16,Master's Degree,Arunachal Pradesh,Salesperson,policy2,Chat,policy2,Individual,Text,Text,Morning,Mandarin,4
669,37,Female,Married,4557.618858,7/8/2023,48299.5,1196.733,Doctorate,Uttarakhand,Doctor,policy1,Email,policy2,Group,Text,In-Person Meeting,Afternoon,French,2
670,34,Male,Married,3962.835565,2/14/2025,36058.6,1014.719,Doctorate,Sikkim,Manager,policy5,Mobile App,policy4,Individual,Email,Text,Morning,Mandarin,2
671,56,Male,Single,5517.914889,2/28/2016,40113.6,235.956,High School Diploma,Tamil Nadu,Entrepreneur,policy5,Email,policy2,Individual,Email,In-Person Meeting,Weekends,Spanish,3
672,39,Female,Married,2742.853052,12/1/2019,27093.1,346.968,High School Diploma,Chandigarh,Engineer,policy1,Chat,policy5,Individual,In-Person Meeting,Mail,Evening,English,2
673,61,Male,Widowed,4269.00403,12/22/2024,48925.6,463.589,Doctorate,Meghalaya,Salesperson,policy1,Chat,policy1,Business,Mail,Text,Weekends,Spanish,3
674,29,Male,Single,857.7225815,4/20/2024,30917.8,1158.372,Associate Degree,Mizoram,Engineer,policy1,In-Person,policy1,Individual,Mail,In-Person Meeting,Weekends,French,1
675,42,Female,Married,3358.809007,7/15/2013,39729.9,309.265,High School Diploma,Madhya Pradesh,Doctor,policy3,Mobile App,policy5,Group,Text,Mail,Evening,Spanish,3
676,49,Female,Divorced,9913.970819,3/10/2023,31203.7,39.578,Associate Degree,Arunachal Pradesh,Artist,policy2,Chat,policy3,Family,In-Person Meeting,Text,Anytime,French,4
677,34,Female,Divorced,3337.923948,4/23/2022,31488.9,833.544,High School Diploma,Daman and Diu,Lawyer,policy3,Chat,policy2,Group,Email,In-Person Meeting,Morning,Mandarin,2
678,33,Male,Married,2506.292828,3/16/2020,35843.3,756.069,Bachelor's Degree,Karnataka,Doctor,policy2,In-Person,policy5,Group,Mail,In-Person Meeting,Afternoon,German,2
679,57,Female,Married,4002.091364,9/21/2016,14344.8,106.316,Doctorate,Lakshadweep,Entrepreneur,policy1,Mobile App,policy2,Family,Email,Phone,Anytime,French,3
680,44,Female,Divorced,5947.112357,1/30/2023,19357.2,61.326,High School Diploma,Uttar Pradesh,Manager,policy3,Mobile App,policy1,Family,Text,Mail,Evening,German,4
681,41,Female,Single,2707.747105,4/9/2024,17493.2,521.414,Bachelor's Degree,Sikkim,Entrepreneur,policy3,Phone,policy3,Business,Phone,Email,Anytime,Mandarin,2
682,49,Male,Divorced,2878.446103,4/4/2019,18664.3,275.087,Associate Degree,Assam,Entrepreneur,policy4,Mobile App,policy1,Business,Mail,Mail,Anytime,English,2
683,36,Female,Married,2784.304267,9/8/2022,7128.1,114.971,High School Diploma,Tripura,Manager,policy3,Email,policy4,Business,Mail,Email,Morning,German,2
684,37,Male,Single,9750.85898,7/3/2022,20608.9,33.606,Master's Degree,Haryana,Nurse,policy3,In-Person,policy2,Business,Text,In-Person Meeting,Evening,Spanish,4
685,29,Female,Single,1789.877669,11/8/2022,10129.3,500.37,Doctorate,Dadra and Nagar Haveli,Salesperson,policy2,Email,policy4,Group,Email,Mail,Anytime,German,1
686,36,Male,Divorced,2675.880436,8/29/2020,33922,447.923,Associate Degree,Maharashtra,Teacher,policy4,Phone,policy5,Group,Phone,In-Person Meeting,Evening,Mandarin,2
687,42,Female,Married,2907.575278,2/15/2024,17507.4,382.767,Associate Degree,Kerala,Nurse,policy4,Mobile App,policy3,Family,Text,Email,Morning,German,2
688,38,Male,Married,6652.356727,8/7/2022,42314.5,366.004,High School Diploma,Odisha,Teacher,policy3,Phone,policy3,Group,Text,Text,Evening,English,3
689,53,Male,Widowed,4295.670148,3/9/2015,45929.1,265.106,Master's Degree,Chandigarh,Artist,policy3,In-Person,policy2,Business,In-Person Meeting,In-Person Meeting,Afternoon,French,3
690,44,Female,Married,3072.292391,8/29/2023,28579.6,598.147,Master's Degree,Telangana,Artist,policy2,Phone,policy1,Individual,Text,In-Person Meeting,Evening,Mandarin,2
691,42,Female,Single,10282.46052,4/26/2021,23718.7,106.857,Master's Degree,Bihar,Teacher,policy5,Email,policy4,Individual,Text,Phone,Morning,English,4
692,41,Male,Married,7788.346537,4/30/2021,22935.7,29.771,Doctorate,Delhi,Salesperson,policy4,Email,policy5,Group,In-Person Meeting,Email,Weekends,English,4
693,38,Male,Married,10323.03149,9/30/2024,11875.4,24.7,Bachelor's Degree,Lakshadweep,Manager,policy3,Chat,policy2,Group,Phone,Phone,Afternoon,German,4
694,48,Male,Single,7216.463626,12/15/2022,39707.6,132.442,Associate Degree,Punjab,Entrepreneur,policy3,In-Person,policy5,Group,In-Person Meeting,In-Person Meeting,Morning,German,4
695,46,Female,Widowed,3468.038618,6/14/2015,33156.7,221.552,High School Diploma,West Bengal,Entrepreneur,policy3,Email,policy5,Group,Email,In-Person Meeting,Anytime,English,3
696,48,Female,Married,5983.20444,12/29/2023,35542.8,163.13,High School Diploma,Haryana,Salesperson,policy2,Chat,policy3,Family,Email,In-Person Meeting,Evening,Spanish,4
697,24,Male,Married,2260.178547,7/5/2023,10252.8,335.301,Bachelor's Degree,Gujarat,Lawyer,policy5,In-Person,policy5,Business,Mail,Email,Evening,French,1
698,35,Male,Single,2854.149656,10/12/2019,17211.5,329.921,Master's Degree,Delhi,Salesperson,policy4,Phone,policy5,Group,Phone,Phone,Morning,French,2
699,24,Female,Married,1288.842338,8/7/2022,40557,2026.174,Master's Degree,Maharashtra,Lawyer,policy4,Email,policy5,Group,Email,Phone,Afternoon,English,1
700,35,Female,Divorced,2386.866891,7/23/2021,13726.5,322.799,Master's Degree,Delhi,Teacher,policy3,Chat,policy2,Business,Mail,Mail,Evening,French,2
701,24,Female,Single,2316.242229,8/31/2022,28022.9,1086.513,Associate Degree,Nagaland,Nurse,policy3,In-Person,policy5,Family,Email,Email,Morning,German,1
702,44,Male,Married,3659.557955,11/25/2023,14030.6,245.103,Doctorate,Lakshadweep,Teacher,policy3,Mobile App,policy3,Family,Email,In-Person Meeting,Morning,English,2
703,48,Female,Divorced,2383.52666,6/23/2021,16249.2,365.714,Master's Degree,Mizoram,Teacher,policy1,Email,policy4,Business,Email,In-Person Meeting,Weekends,Mandarin,2
704,52,Male,Widowed,5579.434654,5/3/2024,17093.8,83.833,Doctorate,Puducherry,Lawyer,policy3,Mobile App,policy4,Group,Email,Email,Weekends,Mandarin,4
705,19,Male,Single,2038.979833,10/26/2022,7005.6,215.681,High School Diploma,Kerala,Manager,policy3,Mobile App,policy1,Family,Mail,Email,Evening,German,1
706,39,Female,Married,6669.323936,11/23/2024,18857,68.754,Doctorate,Delhi,Manager,policy5,Chat,policy3,Individual,Phone,Mail,Afternoon,English,4
707,64,Female,Single,4844.991162,9/16/2017,38076.3,329.101,Master's Degree,Telangana,Entrepreneur,policy5,In-Person,policy3,Group,Text,Phone,Weekends,German,3
708,41,Female,Single,9076.692172,3/11/2024,27406.5,94.218,High School Diploma,Haryana,Manager,policy3,Mobile App,policy2,Group,Text,Text,Morning,English,4
709,37,Male,Divorced,5532.665519,10/25/2022,43105,151.175,Master's Degree,Sikkim,Engineer,policy1,Chat,policy1,Group,Mail,Mail,Afternoon,Mandarin,4
710,35,Male,Married,3009.099837,11/14/2019,35054.6,920.165,Doctorate,Kerala,Doctor,policy1,Mobile App,policy3,Business,Email,Email,Weekends,Mandarin,2
711,38,Male,Single,3659.369039,6/30/2024,41912.8,507.878,Master's Degree,Telangana,Teacher,policy1,Mobile App,policy5,Family,Mail,In-Person Meeting,Morning,German,2
712,44,Male,Married,12802.61447,1/26/2024,7414.2,14.413,Associate Degree,Odisha,Manager,policy1,Email,policy3,Group,Mail,Mail,Weekends,German,4
713,59,Male,Single,4870.343763,10/6/2016,32772.1,178.842,Associate Degree,Uttar Pradesh,Lawyer,policy3,In-Person,policy1,Individual,Text,Mail,Afternoon,German,3
714,33,Male,Single,1346.967484,12/6/2024,23141.5,722.081,High School Diploma,Assam,Manager,policy1,Email,policy3,Group,In-Person Meeting,Text,Weekends,English,1
715,44,Female,Widowed,4339.873713,2/27/2018,37308.6,238.242,High School Diploma,Bihar,Teacher,policy5,Chat,policy1,Family,In-Person Meeting,Text,Afternoon,English,3
716,33,Female,Single,5766.212647,1/29/2025,48589.2,213.053,Doctorate,Andhra Pradesh,Entrepreneur,policy3,In-Person,policy2,Family,Mail,Phone,Anytime,German,4
717,42,Female,Single,4576.590032,8/9/2024,46291.8,649.5,Doctorate,Delhi,Doctor,policy4,In-Person,policy1,Business,Mail,Email,Evening,English,2
718,43,Female,Divorced,1640.464656,7/12/2020,27483.4,688.045,Master's Degree,Uttar Pradesh,Artist,policy4,Phone,policy1,Group,Mail,Mail,Weekends,Spanish,2
719,32,Male,Divorced,8124.320424,4/30/2024,40004.1,192.52,Master's Degree,Bihar,Lawyer,policy5,Chat,policy4,Group,Mail,Phone,Anytime,German,4
720,43,Female,Divorced,2137.409414,8/24/2021,49976.3,1214.177,Master's Degree,Arunachal Pradesh,Salesperson,policy2,In-Person,policy1,Group,In-Person Meeting,Text,Weekends,German,2
721,18,Female,Single,5535.894581,1/15/2023,8765.6,13.387,Master's Degree,Kerala,Artist,policy3,Chat,policy2,Family,Text,In-Person Meeting,Weekends,English,4
722,32,Female,Married,3388.590842,11/9/2022,37590.5,1001.684,Associate Degree,Jharkhand,Doctor,policy3,Phone,policy1,Group,Mail,Email,Weekends,French,2
723,53,Female,Widowed,5961.704428,5/23/2020,35653.1,212.434,Master's Degree,Gujarat,Salesperson,policy4,Phone,policy1,Group,In-Person Meeting,In-Person Meeting,Morning,German,3
724,42,Male,Divorced,7540.264366,10/24/2022,26134.6,50.007,Doctorate,Uttar Pradesh,Teacher,policy4,Mobile App,policy5,Business,Mail,Mail,Morning,English,4
725,28,Male,Single,2544.129568,4/4/2023,16131.7,531.524,Master's Degree,Andaman and Nicobar Islands,Engineer,policy5,Email,policy3,Business,Email,Email,Weekends,Spanish,1
726,54,Female,Divorced,9519.110921,8/27/2022,19367,95.13,Doctorate,Punjab,Entrepreneur,policy3,Chat,policy2,Family,Mail,Email,Morning,Mandarin,4
727,39,Male,Divorced,2993.637712,5/3/2020,40485.2,1024.971,Associate Degree,Andaman and Nicobar Islands,Doctor,policy3,In-Person,policy1,Family,In-Person Meeting,In-Person Meeting,Afternoon,German,2
728,29,Male,Single,2771.601272,1/25/2023,36923.5,1679.763,High School Diploma,Chhattisgarh,Lawyer,policy2,Chat,policy4,Group,In-Person Meeting,Text,Weekends,German,1
729,35,Male,Married,2127.167935,2/3/2023,22576.7,388.512,Bachelor's Degree,Odisha,Artist,policy4,Phone,policy3,Business,In-Person Meeting,Phone,Morning,Mandarin,2
730,47,Male,Married,3913.541833,8/2/2019,18779.9,133.289,Master's Degree,Bihar,Doctor,policy3,Email,policy5,Group,In-Person Meeting,Mail,Morning,Mandarin,3
731,32,Male,Married,2345.235405,9/28/2021,36157.3,1024.279,High School Diploma,Nagaland,Engineer,policy3,Mobile App,policy5,Group,Phone,Mail,Anytime,German,2
732,59,Female,Married,4197.211361,11/2/2014,10127.2,97.859,Doctorate,Dadra and Nagar Haveli,Doctor,policy5,Mobile App,policy5,Group,Mail,In-Person Meeting,Afternoon,Spanish,3
733,55,Male,Married,2334.954683,8/5/2022,30780.3,657.451,Bachelor's Degree,Bihar,Manager,policy3,Mobile App,policy3,Family,Text,Email,Morning,Spanish,2
734,62,Female,Widowed,5248.520316,9/14/2014,48925.7,428.233,High School Diploma,Andaman and Nicobar Islands,Teacher,policy4,Email,policy1,Family,Text,In-Person Meeting,Anytime,German,3
735,42,Male,Single,3133.308414,8/17/2022,23288.5,280.983,High School Diploma,Rajasthan,Lawyer,policy3,Mobile App,policy3,Family,Mail,Email,Anytime,German,2
736,30,Female,Single,2568.677951,9/4/2023,7766.3,369.445,Associate Degree,Assam,Entrepreneur,policy5,Email,policy2,Business,Phone,Mail,Afternoon,German,1
737,59,Female,Widowed,3150.888443,7/7/2021,15482.4,120.874,Bachelor's Degree,Tripura,Engineer,policy4,Phone,policy3,Group,Text,Phone,Weekends,German,3
