ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language,Cluster
2649,24,Female,Single,1955.730834,4/10/2022,41547.7,1313.671,Bachelor's Degree,Jharkhand,Lawyer,policy3,Chat,policy2,Group,Mail,Phone,Evening,Mandarin,1
2652,27,Female,Separated,2170.556062,10/30/2023,22371.4,729.346,Doctorate,Andaman and Nicobar Islands,Salesperson,policy2,Chat,policy2,Group,Email,Email,Afternoon,French,1
2662,29,Female,Married,2525.901304,12/17/2022,30145.1,1013.464,Master's Degree,Mizoram,Teacher,policy5,Mobile App,policy2,Business,Text,In-Person Meeting,Anytime,Mandarin,1
2664,20,Male,Single,1567.110285,4/14/2023,41803.5,1492.279,High School Diploma,Uttar Pradesh,Teacher,policy2,Email,policy3,Family,Text,Email,Weekends,Mandarin,1
2672,22,Female,Single,1799.609587,4/10/2024,22981.9,915.727,Associate Degree,Uttarakhand,Lawyer,policy3,Phone,policy5,Business,Email,Email,Morning,Mandarin,1
2673,34,Male,Single,2641.420216,6/24/2024,43130,1893.437,Associate Degree,Bihar,Doctor,policy3,Mobile App,policy3,Group,Phone,Email,Morning,French,1
2675,19,Female,Single,2338.658303,2/27/2025,33387.6,1512.331,Bachelor's Degree,Maharashtra,Engineer,policy4,Mobile App,policy3,Business,Phone,Text,Morning,German,1
2683,32,Male,Single,1791.175139,2/3/2023,7753.2,346.353,Master's Degree,Odisha,Artist,policy2,Phone,policy1,Business,Email,Mail,Weekends,Spanish,1
2686,29,Male,Single,1823.476849,4/11/2022,34676.4,1484.824,High School Diploma,Telangana,Doctor,policy3,In-Person,policy3,Group,Text,Phone,Anytime,French,1
2692,28,Male,Single,2287.65095,7/16/2022,41517.7,1514.044,Doctorate,Chandigarh,Teacher,policy3,Mobile App,policy4,Group,Mail,Mail,Evening,German,1
2695,28,Male,Single,1316.341132,12/11/2024,43846.8,1510.059,Doctorate,Nagaland,Teacher,policy5,In-Person,policy2,Individual,Phone,In-Person Meeting,Afternoon,French,1
2698,25,Female,Single,1542.363281,1/21/2023,17591.1,602.851,Doctorate,Maharashtra,Teacher,policy5,Email,policy2,Group,In-Person Meeting,In-Person Meeting,Afternoon,Mandarin,1
2702,33,Male,Single,2210.787123,8/26/2023,13749.8,593.695,Bachelor's Degree,Goa,Engineer,policy3,In-Person,policy2,Group,Mail,In-Person Meeting,Anytime,English,1
2705,20,Female,Single,1406.35989,4/6/2022,37818.4,1422.443,Master's Degree,Uttarakhand,Nurse,policy3,Email,policy2,Group,Text,Phone,Afternoon,French,1
2709,21,Male,Single,2128.131855,6/14/2023,16912.1,649.332,Master's Degree,Uttarakhand,Doctor,policy1,Mobile App,policy3,Family,Mail,Mail,Evening,Spanish,1
2710,28,Male,Separated,2400.673273,11/30/2024,7825.1,364.475,Doctorate,Haryana,Teacher,policy3,Chat,policy5,Group,In-Person Meeting,In-Person Meeting,Evening,English,1
2716,25,Female,Single,1679.950524,1/24/2023,7593.4,271.222,Doctorate,Nagaland,Salesperson,policy1,Chat,policy4,Family,Mail,In-Person Meeting,Evening,German,1
2718,33,Female,Separated,1608.52781,3/3/2025,14186.5,601.391,Bachelor's Degree,Andaman and Nicobar Islands,Salesperson,policy1,Chat,policy3,Group,In-Person Meeting,Phone,Evening,Mandarin,1
2723,25,Male,Single,1574.275302,8/13/2024,36762.3,1134.612,Doctorate,Delhi,Doctor,policy1,Mobile App,policy4,Individual,In-Person Meeting,Email,Afternoon,Mandarin,1
2728,27,Female,Single,1999.620782,11/10/2023,5400,203.964,High School Diploma,Nagaland,Engineer,policy5,Chat,policy1,Group,Mail,In-Person Meeting,Evening,German,1
2730,25,Female,Married,696.5176198,3/19/2023,5680.1,196.953,High School Diploma,Telangana,Artist,policy3,Phone,policy3,Group,Text,Email,Weekends,Spanish,1
2731,33,Female,Married,1674.025249,8/14/2024,35164.8,1617.17,Associate Degree,Gujarat,Artist,policy3,Phone,policy1,Group,Mail,Mail,Weekends,German,1
2732,21,Male,Single,1593.548531,6/11/2023,23477.9,841.987,Bachelor's Degree,Tamil Nadu,Artist,policy3,Mobile App,policy2,Family,Mail,Text,Morning,French,1
2736,25,Female,Single,2073.055319,2/15/2023,42470.5,1936.523,Doctorate,Andaman and Nicobar Islands,Nurse,policy1,Mobile App,policy1,Family,Mail,Phone,Weekends,French,1
2743,28,Female,Married,1214.740779,5/23/2022,49229.6,2445.809,Doctorate,Rajasthan,Entrepreneur,policy5,Phone,policy3,Family,Mail,Mail,Afternoon,German,1
2747,20,Male,Single,1522.185965,5/22/2024,46711.3,2181.353,Doctorate,Gujarat,Artist,policy1,Phone,policy1,Business,Mail,In-Person Meeting,Weekends,Spanish,1
2748,24,Male,Separated,1593.464244,3/16/2024,33748.6,1336.84,Doctorate,Karnataka,Nurse,policy4,Mobile App,policy1,Group,Mail,In-Person Meeting,Weekends,French,1
2761,31,Female,Single,2018.518595,12/11/2024,21299.3,665.514,Doctorate,Himachal Pradesh,Nurse,policy2,In-Person,policy2,Group,Email,Text,Weekends,German,1
2764,32,Male,Single,1678.786501,10/7/2023,7341.9,307.812,Associate Degree,Andaman and Nicobar Islands,Salesperson,policy3,Mobile App,policy1,Business,In-Person Meeting,In-Person Meeting,Evening,Spanish,1
2778,29,Female,Single,1842.128321,4/10/2024,21728,926.982,Associate Degree,Nagaland,Engineer,policy3,In-Person,policy1,Individual,Mail,Phone,Afternoon,French,1
2781,34,Male,Single,2007.35146,9/30/2022,23756.3,940.99,High School Diploma,Uttarakhand,Manager,policy3,Chat,policy1,Individual,Text,Phone,Weekends,French,1
2782,27,Female,Single,1311.631849,9/29/2022,49420.9,2031.558,Associate Degree,Sikkim,Artist,policy3,Mobile App,policy4,Individual,Text,Text,Afternoon,English,1
2787,32,Male,Single,1759.188534,9/5/2022,44327.1,1720.068,Associate Degree,Mizoram,Lawyer,policy1,Mobile App,policy2,Individual,Text,In-Person Meeting,Evening,Spanish,1
2789,22,Male,Married,1734.879771,4/4/2024,18193.2,859.369,Master's Degree,Himachal Pradesh,Artist,policy1,In-Person,policy5,Group,Email,Mail,Morning,German,1
2795,18,Female,Single,1284.380258,5/14/2022,31954.4,1577.83,Master's Degree,Meghalaya,Manager,policy3,Mobile App,policy4,Group,Text,Phone,Afternoon,German,1
2803,31,Female,Married,2033.112706,3/29/2023,20750.4,1007.298,Associate Degree,Puducherry,Salesperson,policy2,Mobile App,policy5,Group,Text,Phone,Weekends,Mandarin,1
2806,19,Male,Single,1955.484382,10/20/2022,10560.9,509.535,Associate Degree,Bihar,Lawyer,policy3,In-Person,policy5,Business,Phone,In-Person Meeting,Afternoon,German,1
2815,18,Male,Single,2487.37696,4/16/2024,13618.8,432.436,High School Diploma,West Bengal,Salesperson,policy2,Chat,policy3,Business,Mail,Email,Anytime,English,1
2820,24,Female,Single,1999.431797,9/2/2022,13809.2,440.976,High School Diploma,Odisha,Entrepreneur,policy3,Phone,policy2,Business,Text,Text,Weekends,French,1
2823,22,Male,Single,1958.938127,8/18/2023,23875.1,872.412,Associate Degree,Andaman and Nicobar Islands,Engineer,policy3,Mobile App,policy2,Individual,Phone,Email,Weekends,Spanish,1
2826,20,Male,Single,1332.737161,4/25/2022,7328.9,316.293,Bachelor's Degree,Madhya Pradesh,Artist,policy2,Mobile App,policy4,Business,Phone,In-Person Meeting,Weekends,Spanish,1
2827,33,Male,Single,2403.649121,6/15/2024,30361.8,984.067,Doctorate,Tamil Nadu,Entrepreneur,policy1,Email,policy1,Group,Mail,Email,Evening,Spanish,1
2836,34,Male,Married,2187.702046,4/17/2024,19248.3,863.674,High School Diploma,Uttarakhand,Teacher,policy3,Mobile App,policy1,Business,Text,In-Person Meeting,Afternoon,Mandarin,1
2837,22,Male,Single,1560.78984,12/7/2023,28889.7,936.894,Doctorate,Rajasthan,Entrepreneur,policy1,Mobile App,policy2,Business,In-Person Meeting,Email,Anytime,French,1
2840,28,Female,Single,2632.801494,3/30/2024,40874.5,1310.036,Doctorate,Manipur,Salesperson,policy2,Mobile App,policy4,Group,Email,Phone,Weekends,English,1
2841,29,Male,Single,1559.942826,12/22/2023,14417.9,690.358,Doctorate,Puducherry,Entrepreneur,policy1,Chat,policy4,Group,Email,In-Person Meeting,Evening,English,1
2842,22,Male,Single,2355.746464,5/6/2022,16454.8,800.979,Associate Degree,Bihar,Artist,policy3,Email,policy5,Group,Mail,Mail,Morning,Spanish,1
2843,24,Female,Married,1842.27348,6/30/2023,33197.4,1607.317,Associate Degree,Chhattisgarh,Artist,policy4,In-Person,policy5,Family,Text,Phone,Weekends,German,1
2847,26,Male,Married,1214.925224,10/7/2022,48015.5,2148.092,Associate Degree,Telangana,Nurse,policy3,Phone,policy2,Family,Mail,In-Person Meeting,Evening,French,1
2848,24,Male,Married,1181.884027,1/14/2025,39489.4,1595.193,Associate Degree,Meghalaya,Engineer,policy1,Phone,policy5,Family,Text,In-Person Meeting,Afternoon,French,1
2857,25,Male,Single,2635.575553,8/1/2024,45590.4,1819.191,Doctorate,Sikkim,Lawyer,policy3,In-Person,policy1,Individual,Mail,Email,Afternoon,German,1
2868,25,Male,Single,1741.284813,2/18/2024,27650.7,1309.616,Doctorate,Tripura,Lawyer,policy1,In-Person,policy4,Individual,Phone,Email,Anytime,Spanish,1
2870,30,Female,Married,1480.87661,11/10/2023,22341.6,1113.576,Associate Degree,Madhya Pradesh,Artist,policy2,Chat,policy1,Individual,In-Person Meeting,In-Person Meeting,Anytime,German,1
2871,27,Female,Married,1873.980802,3/18/2024,25826.1,1226.166,Bachelor's Degree,Tamil Nadu,Lawyer,policy1,Phone,policy2,Family,Phone,Mail,Weekends,English,1
2876,27,Male,Separated,1366.877186,9/11/2022,40355.6,1736.636,Doctorate,Delhi,Engineer,policy1,Chat,policy2,Individual,In-Person Meeting,Email,Morning,Mandarin,1
2880,28,Female,Single,1424.068793,6/1/2023,41587.1,1303.631,High School Diploma,Lakshadweep,Manager,policy4,Email,policy5,Group,Text,Text,Weekends,English,1
2883,29,Male,Single,1847.916091,9/24/2022,48747.7,2107.694,Doctorate,Manipur,Doctor,policy4,In-Person,policy5,Family,Email,In-Person Meeting,Evening,Mandarin,1
2885,32,Male,Single,2166.290405,12/10/2023,25762.4,844.675,High School Diploma,Maharashtra,Lawyer,policy5,In-Person,policy2,Group,Email,Phone,Evening,Spanish,1
2891,21,Male,Married,2104.769806,10/11/2022,26394.5,963.048,Associate Degree,Chandigarh,Teacher,policy4,Phone,policy1,Business,Text,Text,Morning,English,1
2893,20,Female,Single,1659.209701,10/12/2023,28993.1,1025.589,Master's Degree,Meghalaya,Teacher,policy3,Email,policy1,Group,Email,In-Person Meeting,Weekends,German,1
2895,24,Female,Single,1801.941729,5/26/2022,11229.2,370.575,Bachelor's Degree,Madhya Pradesh,Teacher,policy4,In-Person,policy3,Family,Text,Phone,Weekends,French,1
2912,24,Female,Single,1943.448796,10/16/2023,12064,387.707,Doctorate,Odisha,Artist,policy4,In-Person,policy1,Individual,Phone,Phone,Morning,German,1
2916,25,Female,Single,1555.944643,7/26/2024,6439.7,309.109,High School Diploma,Mizoram,Artist,policy2,Mobile App,policy1,Individual,Phone,In-Person Meeting,Morning,German,1
2918,24,Male,Single,2419.37624,6/16/2023,23908.9,858.542,Bachelor's Degree,Sikkim,Entrepreneur,policy3,Email,policy3,Family,Mail,Phone,Evening,German,1
2919,26,Male,Married,1426.018003,5/5/2023,26668.8,919.775,Doctorate,Kerala,Artist,policy4,Mobile App,policy5,Group,In-Person Meeting,Phone,Morning,German,1
2923,25,Female,Single,1716.795373,12/8/2024,46456.8,1590.722,High School Diploma,Arunachal Pradesh,Lawyer,policy3,In-Person,policy3,Business,Mail,Email,Anytime,German,1
2927,27,Male,Single,1783.622258,6/19/2023,20145.6,963.8,High School Diploma,West Bengal,Lawyer,policy3,Phone,policy5,Group,Phone,Phone,Anytime,French,1
2929,27,Male,Married,1472.025382,1/3/2025,36436.8,1245.053,High School Diploma,Maharashtra,Engineer,policy4,In-Person,policy5,Group,Phone,In-Person Meeting,Anytime,Mandarin,1
2936,32,Female,Single,1535.420901,7/7/2022,26392,952.582,Doctorate,Madhya Pradesh,Nurse,policy3,Chat,policy3,Group,Mail,Email,Anytime,French,1
2937,34,Female,Single,1268.2594,7/4/2024,36478.2,1798.975,Doctorate,Dadra and Nagar Haveli,Manager,policy1,Mobile App,policy1,Business,Phone,In-Person Meeting,Weekends,German,1
2941,20,Male,Married,1755.848704,2/27/2025,36960.2,1587.422,High School Diploma,Gujarat,Doctor,policy2,In-Person,policy1,Business,Text,In-Person Meeting,Morning,German,1
2943,23,Male,Single,1511.110004,5/1/2022,28579.6,1239.26,Master's Degree,Tamil Nadu,Nurse,policy5,In-Person,policy4,Family,In-Person Meeting,Phone,Anytime,English,1
2946,27,Male,Single,1569.305817,10/22/2023,36195.5,1630.764,Doctorate,Jharkhand,Entrepreneur,policy5,Chat,policy4,Business,Text,Email,Afternoon,Mandarin,1
2947,31,Male,Single,2048.291816,4/14/2023,12352.3,532.813,Doctorate,Himachal Pradesh,Salesperson,policy2,In-Person,policy4,Family,Mail,In-Person Meeting,Evening,French,1
2951,22,Female,Single,2201.921929,7/2/2024,32353.8,1464.725,Doctorate,Maharashtra,Doctor,policy3,Mobile App,policy3,Individual,Mail,Email,Morning,German,1
2958,22,Male,Married,1089.640279,3/28/2023,40915.1,1566.336,Doctorate,West Bengal,Salesperson,policy1,Mobile App,policy5,Family,Email,In-Person Meeting,Weekends,Mandarin,1
2967,25,Male,Single,2186.515404,7/1/2024,8102.4,345.415,High School Diploma,Manipur,Salesperson,policy2,Chat,policy3,Family,Phone,Mail,Weekends,German,1
2971,23,Male,Single,2258.729938,2/16/2023,15557,564.846,Doctorate,Madhya Pradesh,Salesperson,policy2,Chat,policy5,Family,Phone,Text,Evening,English,1
2972,30,Female,Single,1908.477278,11/12/2022,15688.4,483.815,High School Diploma,Nagaland,Lawyer,policy3,In-Person,policy2,Individual,Phone,Mail,Evening,French,1
2973,25,Female,Married,1548.604343,1/15/2024,11181.3,444.536,Bachelor's Degree,Dadra and Nagar Haveli,Doctor,policy3,Mobile App,policy3,Family,Text,Email,Morning,German,1
2974,19,Female,Single,1302.449783,6/23/2024,27592.8,1374.766,Doctorate,Mizoram,Salesperson,policy1,Mobile App,policy2,Group,Email,In-Person Meeting,Anytime,Mandarin,1
2984,20,Male,Single,1095.86725,9/9/2022,15049.7,616.424,Doctorate,Sikkim,Salesperson,policy4,In-Person,policy3,Individual,Text,Text,Weekends,Mandarin,1
2989,28,Female,Single,1748.164951,8/10/2024,15335.5,581.885,Doctorate,Tripura,Salesperson,policy1,Chat,policy5,Group,Email,Phone,Weekends,German,1
2990,27,Male,Single,2186.221956,10/13/2023,45012.6,2182.568,Bachelor's Degree,Himachal Pradesh,Engineer,policy5,In-Person,policy4,Family,Email,In-Person Meeting,Afternoon,German,1
2994,28,Female,Separated,1888.083152,4/28/2022,5556.9,232.317,Master's Degree,Chhattisgarh,Lawyer,policy4,Phone,policy5,Business,Phone,Phone,Weekends,Spanish,1
3007,19,Male,Married,2554.743831,1/4/2023,31697.9,1340.96,Bachelor's Degree,Himachal Pradesh,Manager,policy3,Email,policy2,Family,In-Person Meeting,Phone,Morning,English,1
3010,29,Female,Single,1609.25905,7/28/2023,47251.5,2359.858,Bachelor's Degree,Kerala,Lawyer,policy4,Chat,policy5,Individual,Email,Phone,Morning,French,1
3015,36,Male,Single,2162.822571,2/27/2023,15751.2,767.785,Associate Degree,Andhra Pradesh,Teacher,policy4,Mobile App,policy2,Family,Phone,Text,Morning,Mandarin,1
3016,20,Female,Married,1694.14726,12/28/2023,33210.7,1478.527,High School Diploma,Mizoram,Doctor,policy3,Phone,policy3,Business,Phone,In-Person Meeting,Afternoon,Mandarin,1
3018,25,Male,Married,1596.216687,2/13/2023,40570.1,1396.006,Master's Degree,Andhra Pradesh,Engineer,policy3,Mobile App,policy4,Family,Email,Phone,Evening,German,1
3023,32,Female,Single,1893.300425,8/17/2024,21312.1,691.103,Associate Degree,Mizoram,Salesperson,policy4,Chat,policy3,Family,Phone,In-Person Meeting,Weekends,French,1
3024,26,Female,Single,2149.709956,1/22/2024,28078.5,1253.194,Bachelor's Degree,Mizoram,Manager,policy1,Mobile App,policy3,Family,Phone,Text,Morning,French,1
3026,28,Female,Married,1795.459439,6/24/2022,22724.7,707.687,Doctorate,Jharkhand,Entrepreneur,policy3,Mobile App,policy5,Group,Text,Text,Weekends,German,1
3027,31,Female,Single,2094.460781,9/18/2024,29280.4,1114.4,Master's Degree,Karnataka,Teacher,policy4,Phone,policy1,Business,Email,In-Person Meeting,Morning,French,1
3030,24,Male,Single,1595.375818,12/20/2022,27478.6,990.949,Bachelor's Degree,Mizoram,Manager,policy3,Mobile App,policy3,Group,Text,Phone,Afternoon,English,1
3035,27,Male,Single,1956.016545,11/9/2024,33592,1154.392,Doctorate,Andhra Pradesh,Manager,policy1,Mobile App,policy1,Family,Text,In-Person Meeting,Weekends,English,1
3036,24,Male,Single,1763.706067,10/30/2022,27591.3,941.328,Master's Degree,Assam,Artist,policy3,Email,policy3,Business,Phone,Text,Anytime,Spanish,1
3038,20,Male,Single,1307.873724,9/28/2022,29018.1,1217.259,Doctorate,Tamil Nadu,Engineer,policy3,Chat,policy2,Family,Email,Phone,Evening,Spanish,1
3044,29,Female,Single,1393.748069,10/23/2023,23137.2,822.216,Master's Degree,Bihar,Teacher,policy3,In-Person,policy2,Group,In-Person Meeting,Text,Afternoon,German,1
3045,26,Female,Single,2607.961214,11/4/2023,13620.2,636.612,Associate Degree,Goa,Salesperson,policy3,Chat,policy2,Individual,Email,Mail,Morning,French,1
3049,33,Male,Single,2327.811148,2/29/2024,49529.9,1830.436,High School Diploma,Karnataka,Entrepreneur,policy3,Mobile App,policy2,Group,Mail,In-Person Meeting,Evening,German,1
3053,35,Female,Single,1530.741031,1/12/2023,7168.9,226.454,Doctorate,Maharashtra,Lawyer,policy3,Chat,policy4,Business,Phone,Phone,Morning,French,1
3061,20,Female,Single,2035.840472,4/11/2024,34806.4,1051.847,Bachelor's Degree,Nagaland,Salesperson,policy5,Mobile App,policy5,Individual,Email,Text,Evening,Spanish,1
3066,23,Female,Single,1609.70404,6/16/2023,13978,581.034,Bachelor's Degree,Bihar,Lawyer,policy4,In-Person,policy2,Individual,In-Person Meeting,Mail,Morning,Spanish,1
3067,24,Female,Single,1406.546313,1/3/2023,24904.1,1173.33,Bachelor's Degree,Karnataka,Entrepreneur,policy5,Email,policy4,Group,Mail,Email,Afternoon,English,1
3070,31,Male,Single,1293.534901,8/17/2023,46031.6,1702.896,Associate Degree,Jharkhand,Nurse,policy1,Chat,policy2,Business,Phone,Phone,Evening,German,1
3071,40,Male,Married,1747.018032,11/19/2023,38159.3,1654.75,Doctorate,Himachal Pradesh,Salesperson,policy1,Phone,policy1,Business,Text,In-Person Meeting,Weekends,French,1
3075,23,Male,Single,1222.782678,3/5/2024,5274.7,244.476,Doctorate,Rajasthan,Salesperson,policy2,Email,policy5,Family,Email,Text,Morning,German,1
3076,20,Female,Single,1153.692579,4/10/2024,36918.7,1251.265,Associate Degree,Manipur,Lawyer,policy5,Chat,policy2,Group,Email,Mail,Weekends,English,1
3083,20,Female,Single,1289.435411,3/7/2023,6380.7,276.273,Bachelor's Degree,Uttarakhand,Salesperson,policy2,Chat,policy5,Individual,In-Person Meeting,Phone,Weekends,French,1
3084,25,Male,Single,2265.420182,8/8/2022,10166.3,446.803,Doctorate,Andhra Pradesh,Salesperson,policy3,In-Person,policy4,Business,Mail,In-Person Meeting,Afternoon,English,1
3086,29,Male,Single,1607.318291,11/29/2024,15598.3,480.309,High School Diploma,Dadra and Nagar Haveli,Artist,policy3,In-Person,policy2,Group,Email,Mail,Morning,French,1
3091,32,Male,Single,1437.194592,3/10/2024,23332.3,952.845,Doctorate,Madhya Pradesh,Doctor,policy5,In-Person,policy1,Family,Email,Phone,Evening,French,1
3093,20,Female,Married,1410.310308,6/9/2022,49290.5,2128.076,Master's Degree,Mizoram,Entrepreneur,policy3,Phone,policy2,Individual,Email,In-Person Meeting,Weekends,English,1
3098,19,Male,Married,1208.418438,2/6/2025,20455.5,987.714,Bachelor's Degree,Karnataka,Entrepreneur,policy2,In-Person,policy1,Business,Email,Email,Afternoon,English,1
3099,21,Male,Single,1337.714732,3/30/2025,48041,2129.15,Bachelor's Degree,Mizoram,Artist,policy2,Mobile App,policy4,Family,Text,Text,Morning,Mandarin,1
3101,26,Male,Single,2744.690141,7/11/2024,43980.3,1770.373,Doctorate,Bihar,Salesperson,policy3,Mobile App,policy1,Business,Email,Mail,Anytime,French,1
3103,29,Female,Single,1947.025003,1/9/2025,28658.4,1144.253,High School Diploma,Lakshadweep,Engineer,policy3,In-Person,policy1,Individual,Mail,Text,Weekends,Mandarin,1
3105,26,Male,Single,2706.399119,5/5/2022,9911.5,455.496,Master's Degree,Meghalaya,Nurse,policy5,Mobile App,policy4,Group,In-Person Meeting,Text,Weekends,Spanish,1
3114,23,Female,Separated,1638.978083,6/3/2024,21542.1,977.712,Associate Degree,Madhya Pradesh,Teacher,policy1,Chat,policy3,Business,Text,Email,Anytime,German,1
3115,23,Female,Single,1689.653319,11/23/2024,5101.5,250.951,Doctorate,Sikkim,Teacher,policy5,Chat,policy5,Group,Text,In-Person Meeting,Afternoon,English,1
3126,26,Male,Single,2006.876827,10/27/2022,39109.7,1643.012,Doctorate,Uttarakhand,Doctor,policy1,Email,policy2,Business,Text,Mail,Morning,Mandarin,1
3130,26,Female,Single,2121.496269,4/11/2023,45671.6,1408.122,High School Diploma,Chhattisgarh,Manager,policy2,Email,policy2,Business,Mail,Mail,Morning,German,1
3131,27,Female,Single,1512.84415,4/19/2022,11185.8,467.618,Associate Degree,Arunachal Pradesh,Engineer,policy3,Mobile App,policy3,Family,Email,Phone,Morning,German,1
3132,29,Male,Single,1489.421244,11/4/2022,32325.5,1604.112,Bachelor's Degree,Meghalaya,Doctor,policy2,Mobile App,policy2,Group,Phone,In-Person Meeting,Anytime,English,1
3137,27,Female,Single,1774.692295,7/4/2023,29868.3,1347.222,Bachelor's Degree,Meghalaya,Doctor,policy5,Chat,policy3,Group,In-Person Meeting,Phone,Morning,Spanish,1
3145,23,Male,Married,2206.748964,10/31/2022,35080.4,1696.007,Bachelor's Degree,Uttar Pradesh,Artist,policy4,Mobile App,policy5,Family,In-Person Meeting,Mail,Morning,French,1
3153,24,Female,Single,2018.475563,7/25/2023,47057.1,2349.746,Doctorate,Daman and Diu,Engineer,policy1,Phone,policy4,Group,Text,Mail,Afternoon,Mandarin,1
3154,22,Male,Single,1818.310651,7/10/2024,14407.4,491.49,Doctorate,Odisha,Nurse,policy5,Chat,policy4,Group,Mail,Mail,Afternoon,German,1
3156,28,Female,Single,1890.660337,3/26/2023,18716.2,932.744,Doctorate,Jharkhand,Engineer,policy4,Email,policy2,Business,In-Person Meeting,In-Person Meeting,Morning,French,1
3158,21,Female,Single,2431.868344,9/2/2023,35446.2,1389.874,Master's Degree,Andhra Pradesh,Manager,policy4,Email,policy2,Individual,Phone,In-Person Meeting,Weekends,German,1
3159,36,Male,Single,1930.451656,5/11/2022,41416.7,1493.714,Doctorate,Andaman and Nicobar Islands,Manager,policy2,In-Person,policy3,Business,Text,Email,Weekends,German,1
3163,20,Male,Separated,1245.229129,10/27/2023,18732.6,621.949,Doctorate,Lakshadweep,Manager,policy3,Chat,policy5,Business,Mail,Mail,Anytime,Mandarin,1
3177,20,Male,Married,806.2774264,2/29/2024,16254.7,771.072,High School Diploma,Madhya Pradesh,Artist,policy3,Mobile App,policy3,Business,Email,Phone,Weekends,English,1
3179,26,Female,Single,2278.377187,10/26/2023,43343.2,1310.792,Associate Degree,Odisha,Entrepreneur,policy2,Phone,policy2,Business,Email,Email,Anytime,English,1
3183,21,Male,Single,1231.928243,4/1/2023,45010.9,2067.384,Associate Degree,Haryana,Entrepreneur,policy5,Mobile App,policy3,Business,Text,Mail,Afternoon,French,1
3193,27,Female,Single,1671.167827,1/19/2023,48415.9,2266.708,Doctorate,Uttarakhand,Entrepreneur,policy1,Mobile App,policy4,Group,Email,Email,Anytime,Mandarin,1
3201,20,Male,Married,1690.182784,3/29/2023,17486.2,726.963,Associate Degree,Lakshadweep,Entrepreneur,policy5,Phone,policy1,Business,Email,Email,Weekends,Spanish,1
3207,30,Male,Single,1719.927865,8/15/2022,39278.6,1230.718,High School Diploma,Delhi,Entrepreneur,policy3,Mobile App,policy3,Individual,Phone,In-Person Meeting,Evening,German,1
3217,24,Male,Married,1887.506753,9/19/2022,28536.2,1140.418,Bachelor's Degree,Uttarakhand,Nurse,policy1,Phone,policy3,Family,Mail,Mail,Weekends,Mandarin,1
3224,21,Female,Married,1963.031498,3/29/2023,39236.3,1268.405,Bachelor's Degree,Tripura,Teacher,policy2,Mobile App,policy2,Business,Phone,Mail,Evening,English,1
3225,35,Male,Single,2007.20633,7/22/2024,26017.6,810.995,Associate Degree,Lakshadweep,Salesperson,policy1,Mobile App,policy1,Individual,Text,Text,Afternoon,English,1
3228,26,Female,Single,1353.456971,12/4/2023,18052.3,863.865,Doctorate,Delhi,Salesperson,policy1,Chat,policy1,Group,Mail,Email,Weekends,English,1
3229,29,Male,Single,1414.887931,5/20/2024,8804.4,369.229,Associate Degree,Karnataka,Manager,policy1,Phone,policy2,Family,In-Person Meeting,In-Person Meeting,Anytime,German,1
3233,22,Female,Single,2101.846445,10/25/2023,28617.5,1044.648,High School Diploma,Tamil Nadu,Teacher,policy5,Chat,policy2,Business,Mail,Email,Afternoon,English,1
3238,34,Female,Single,2167.111607,4/14/2022,26289,1206.243,Bachelor's Degree,Maharashtra,Doctor,policy4,Email,policy5,Group,Phone,In-Person Meeting,Weekends,English,1
3244,28,Female,Single,2231.825031,9/6/2024,38788.9,1820.374,High School Diploma,Madhya Pradesh,Engineer,policy1,Mobile App,policy2,Group,In-Person Meeting,Mail,Weekends,English,1
3247,36,Female,Single,1748.121074,6/4/2023,25096.8,1185.973,Associate Degree,Delhi,Doctor,policy5,Phone,policy3,Family,In-Person Meeting,In-Person Meeting,Morning,Mandarin,1
3250,24,Male,Single,808.6133324,1/5/2025,9855.5,409.302,Associate Degree,Haryana,Engineer,policy3,Phone,policy2,Family,Email,In-Person Meeting,Afternoon,German,1
3255,21,Female,Single,1720.194029,4/15/2023,18056,802.434,Master's Degree,Tripura,Manager,policy4,In-Person,policy5,Business,Mail,Text,Weekends,French,1
3258,30,Male,Single,2609.833331,6/16/2024,48615.7,1737.757,Doctorate,Daman and Diu,Artist,policy3,Chat,policy1,Group,Phone,Phone,Morning,German,1
3263,36,Male,Single,2097.172145,8/3/2024,36314.9,1793.304,Associate Degree,Rajasthan,Salesperson,policy2,Chat,policy5,Family,In-Person Meeting,Email,Anytime,Mandarin,1
3267,27,Female,Single,1943.070045,3/28/2023,17209.6,765.747,Doctorate,Assam,Lawyer,policy3,Phone,policy5,Business,Email,Mail,Weekends,Spanish,1
3275,20,Male,Single,2777.625452,3/10/2023,10061.2,406.152,High School Diploma,Nagaland,Entrepreneur,policy1,Email,policy4,Individual,Email,Phone,Evening,Spanish,1
3276,20,Male,Single,2500.116321,5/21/2022,41026,1785.873,Associate Degree,Haryana,Teacher,policy5,Email,policy2,Family,In-Person Meeting,In-Person Meeting,Morning,Spanish,1
3281,18,Male,Married,1531.12596,6/23/2022,39904.4,1671.576,Doctorate,Tamil Nadu,Manager,policy3,In-Person,policy4,Individual,In-Person Meeting,Mail,Weekends,French,1
