ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language,Cluster
1530,20,Female,Married,1532.734084,12/22/2023,30280.1,1226.762,Associate Degree,Madhya Pradesh,Entrepreneur,policy5,In-Person,policy4,Family,Mail,In-Person Meeting,Morning,English,1
1655,25,Male,Single,1644.753181,4/8/2023,8663.1,398.802,High School Diploma,Telangana,Manager,policy2,Mobile App,policy5,Business,In-Person Meeting,Email,Evening,Spanish,1
3173,33,Female,Single,1741.584025,2/25/2022,27528.1,876.212,Bachelor's Degree,Meghalaya,Entrepreneur,policy2,Email,policy3,Group,Phone,In-Person Meeting,Evening,German,1
1538,36,Male,Married,1143.480965,2/6/2023,27377.7,1281.661,Doctorate,Kerala,Engineer,policy5,In-Person,policy1,Family,Text,In-Person Meeting,Anytime,French,1
1403,20,Female,Single,1873.966776,7/31/2023,16044.8,750.852,Bachelor's Degree,Andhra Pradesh,Salesperson,policy1,Chat,policy1,Business,Email,Phone,Weekends,French,1
3085,43,Male,Married,2025.641472,10/29/2023,5040.4,176.885,High School Diploma,Dadra and Nagar Haveli,Artist,policy1,Chat,policy3,Family,Phone,Email,Evening,German,1
907,20,Male,Single,1788.525651,11/9/2023,15587.8,743.843,Associate Degree,Delhi,Nurse,policy3,Mobile App,policy4,Group,Email,Mail,Morning,German,1
985,34,Female,Divorced,1954.283501,2/24/2022,48065.7,1657.897,Doctorate,Lakshadweep,Artist,policy1,Email,policy5,Group,In-Person Meeting,Text,Weekends,English,1
455,27,Male,Single,1513.383763,10/13/2022,33888,1409.799,Doctorate,Tamil Nadu,Doctor,policy1,Chat,policy4,Group,Mail,In-Person Meeting,Afternoon,French,1
652,31,Female,Married,1579.027084,12/5/2022,7267.1,313.714,Doctorate,Uttarakhand,Artist,policy3,Chat,policy5,Business,In-Person Meeting,Text,Weekends,French,1
2121,20,Female,Single,1695.844891,4/29/2023,34545.1,1388.314,Master's Degree,Arunachal Pradesh,Artist,policy3,Mobile App,policy4,Family,Text,Mail,Weekends,German,1
2655,30,Male,Single,1981.791862,7/13/2023,36225.2,1799.652,Master's Degree,West Bengal,Nurse,policy4,Email,policy5,Business,Mail,Mail,Morning,Mandarin,1
3016,35,Female,Separated,1633.489381,1/19/2024,38985.3,1893.191,High School Diploma,Odisha,Nurse,policy3,In-Person,policy1,Family,Mail,Mail,Morning,German,1
1693,37,Female,Single,1548.474725,4/8/2022,26968.6,963.878,Doctorate,Delhi,Nurse,policy2,Mobile App,policy3,Business,Phone,Text,Afternoon,German,1
1864,24,Female,Married,1117.040349,1/21/2024,12299.1,569.405,Master's Degree,Daman and Diu,Entrepreneur,policy4,Chat,policy3,Family,Text,In-Person Meeting,Morning,French,1
1529,23,Male,Single,1959.155814,3/5/2023,30718.6,1090.028,Master's Degree,Manipur,Teacher,policy5,Chat,policy1,Group,In-Person Meeting,In-Person Meeting,Weekends,French,1
2929,30,Male,Single,1000.60204,9/24/2022,21680.7,829.742,Associate Degree,Delhi,Artist,policy4,Chat,policy1,Family,Email,In-Person Meeting,Morning,French,1
2170,20,Female,Single,1847.518326,9/3/2022,25024.4,1007.093,Doctorate,Odisha,Doctor,policy3,Chat,policy1,Family,Mail,Mail,Weekends,German,1
237,24,Female,Single,1482.497697,9/4/2022,41522.5,1499.464,Doctorate,Assam,Entrepreneur,policy3,Mobile App,policy4,Family,Email,Email,Anytime,Mandarin,1
1280,41,Female,Single,1977.916217,4/17/2023,9725.4,312.571,Doctorate,Rajasthan,Manager,policy5,Phone,policy4,Business,Email,Mail,Morning,German,1
2958,24,Male,Single,1382.116118,11/16/2022,20081,799.864,Doctorate,Daman and Diu,Doctor,policy3,Phone,policy3,Family,In-Person Meeting,Mail,Weekends,German,1
1955,20,Male,Single,1927.550514,3/8/2023,32310.9,1579.395,Master's Degree,Telangana,Teacher,policy3,Phone,policy3,Business,Mail,In-Person Meeting,Evening,French,1
2903,19,Male,Single,1796.7457,2/3/2023,6570.8,286.505,Doctorate,Odisha,Manager,policy1,In-Person,policy3,Group,In-Person Meeting,In-Person Meeting,Afternoon,French,1
1142,28,Male,Single,1799.98102,1/28/2024,8876.5,436.103,Doctorate,Maharashtra,Teacher,policy4,In-Person,policy2,Business,In-Person Meeting,In-Person Meeting,Morning,English,1
2020,23,Male,Married,1299.431666,8/19/2023,43820.7,1386.821,Doctorate,Puducherry,Entrepreneur,policy2,In-Person,policy1,Group,Phone,Phone,Morning,Spanish,1
594,20,Male,Married,1932.267846,11/27/2023,17701.6,819.22,Associate Degree,Sikkim,Engineer,policy4,In-Person,policy3,Group,Email,In-Person Meeting,Weekends,Mandarin,1
701,26,Male,Single,1828.672154,5/3/2022,24271.4,964.575,Doctorate,West Bengal,Manager,policy5,Phone,policy2,Business,Text,Phone,Afternoon,Spanish,1
3172,27,Male,Single,1715.459363,2/22/2022,38759.4,1781.989,Associate Degree,Mizoram,Lawyer,policy4,In-Person,policy4,Family,In-Person Meeting,Phone,Weekends,French,1
2304,28,Female,Single,2481.881963,12/13/2023,13298.6,563.725,High School Diploma,Telangana,Lawyer,policy3,Mobile App,policy5,Group,Text,Email,Anytime,English,1
1838,20,Female,Married,2134.278717,1/21/2024,20716.4,767.179,Bachelor's Degree,Odisha,Artist,policy3,In-Person,policy1,Family,In-Person Meeting,Email,Morning,Mandarin,1
852,25,Male,Single,1857.019712,4/26/2022,49760,1550.365,Master's Degree,Mizoram,Entrepreneur,policy1,Mobile App,policy2,Business,Email,Email,Weekends,German,1
295,25,Male,Married,1095.257634,7/18/2023,32653.2,1333.712,Doctorate,Uttarakhand,Lawyer,policy2,Email,policy4,Business,Text,Email,Anytime,French,1
278,33,Female,Single,1842.482019,3/20/2023,5125.2,166.886,Master's Degree,Daman and Diu,Teacher,policy2,Mobile App,policy5,Business,Email,Mail,Anytime,French,1
1846,31,Female,Single,1569.660872,3/21/2023,19950.3,766.66,Master's Degree,West Bengal,Artist,policy2,Mobile App,policy2,Group,Phone,In-Person Meeting,Evening,English,1
600,31,Female,Single,1421.657648,11/21/2023,31585.3,1198.335,High School Diploma,Haryana,Manager,policy2,Mobile App,policy1,Business,Phone,Phone,Afternoon,Spanish,1
256,22,Male,Single,1695.305904,2/10/2022,41318.6,1435.858,High School Diploma,Uttarakhand,Entrepreneur,policy3,Chat,policy4,Group,Mail,Mail,Afternoon,French,1
1090,20,Female,Single,1044.700181,11/15/2022,26784.1,1100.185,Doctorate,Nagaland,Entrepreneur,policy2,Phone,policy5,Business,Text,Phone,Evening,Mandarin,1
371,29,Male,Married,1385.308378,2/3/2024,15608.1,679.894,Doctorate,Maharashtra,Lawyer,policy1,In-Person,policy1,Family,Email,Email,Morning,English,1
2991,23,Male,Single,2467.322435,8/30/2023,12737.3,438.471,High School Diploma,Chandigarh,Manager,policy1,Phone,policy1,Individual,Mail,Text,Weekends,German,1
2123,36,Male,Single,1735.700731,9/15/2022,44454,2216.017,Bachelor's Degree,Madhya Pradesh,Engineer,policy5,Chat,policy3,Group,Email,Text,Morning,German,1
2301,20,Male,Single,1735.461843,3/13/2023,45633.2,2208.092,Associate Degree,Gujarat,Nurse,policy3,Mobile App,policy3,Group,Text,In-Person Meeting,Morning,French,1
1011,32,Male,Single,2146.441553,6/11/2023,30668.7,1438.229,High School Diploma,Dadra and Nagar Haveli,Engineer,policy5,In-Person,policy5,Business,In-Person Meeting,Email,Afternoon,Mandarin,1
3078,22,Male,Single,2182.576069,5/23/2022,6987,282.409,Bachelor's Degree,Dadra and Nagar Haveli,Manager,policy1,Mobile App,policy2,Business,In-Person Meeting,Text,Anytime,Spanish,1
1482,22,Male,Married,2121.670199,3/19/2023,28428.6,1320.497,Master's Degree,Delhi,Nurse,policy2,In-Person,policy3,Business,Phone,Phone,Weekends,French,1
1347,21,Female,Single,2079.356924,8/8/2023,5754.3,202.18,Associate Degree,Haryana,Lawyer,policy3,In-Person,policy5,Group,Phone,Mail,Anytime,Spanish,1
1156,29,Female,Married,2355.418574,7/15/2022,23614.1,996.978,Bachelor's Degree,Kerala,Salesperson,policy5,In-Person,policy5,Business,Text,Text,Weekends,Spanish,1
2766,38,Male,Married,1750.897079,11/19/2023,24392.8,1198.967,Bachelor's Degree,West Bengal,Engineer,policy5,Mobile App,policy5,Family,Phone,Phone,Afternoon,German,1
2891,23,Male,Married,1880.274727,7/27/2023,31471.2,1402.475,Master's Degree,Goa,Entrepreneur,policy4,Phone,policy3,Family,Phone,Mail,Afternoon,Spanish,1
1572,29,Female,Single,1853.218245,1/27/2023,11572.5,407.219,Master's Degree,Jharkhand,Artist,policy1,Chat,policy5,Family,Mail,In-Person Meeting,Morning,German,1
3353,28,Female,Single,1552.697754,8/25/2023,7873.2,353.622,Master's Degree,Meghalaya,Entrepreneur,policy2,In-Person,policy4,Family,Email,Text,Weekends,German,1
2363,22,Male,Single,1892.143217,8/13/2023,10916.3,348.386,Doctorate,Delhi,Salesperson,policy5,Chat,policy1,Business,Email,Mail,Afternoon,German,1
2494,28,Male,Single,2462.118312,7/18/2023,33307.6,1229.639,Associate Degree,Assam,Artist,policy5,Chat,policy3,Group,Text,Text,Weekends,French,1
3010,30,Male,Single,1214.90661,8/18/2023,19203.8,909.12,Associate Degree,Assam,Salesperson,policy4,Phone,policy2,Family,Mail,Email,Evening,German,1
2642,20,Female,Divorced,2072.751967,6/26/2022,49903.6,2025.025,Bachelor's Degree,Punjab,Engineer,policy5,Phone,policy2,Business,In-Person Meeting,Mail,Morning,French,1
2081,29,Male,Single,1761.858768,12/7/2023,11884,541.812,High School Diploma,Madhya Pradesh,Teacher,policy3,Email,policy1,Family,In-Person Meeting,Text,Morning,German,1
1060,37,Female,Married,1419.345526,10/12/2023,42021,1853.609,Doctorate,Delhi,Salesperson,policy2,Mobile App,policy5,Family,In-Person Meeting,In-Person Meeting,Morning,German,1
1443,29,Female,Single,2105.815034,12/9/2022,25536.2,1116.221,Associate Degree,Tripura,Artist,policy2,Mobile App,policy1,Business,Phone,Email,Weekends,French,1
700,25,Female,Single,1472.286786,1/15/2024,35695.5,1101.858,Bachelor's Degree,Tamil Nadu,Artist,policy3,Mobile App,policy1,Business,In-Person Meeting,In-Person Meeting,Afternoon,French,1
2393,20,Female,Divorced,1370.197737,4/28/2023,41959.9,1268.549,Associate Degree,Nagaland,Lawyer,policy3,Chat,policy2,Group,Phone,Phone,Weekends,German,1
2861,30,Female,Single,2229.949524,5/23/2023,41682.4,1989.247,High School Diploma,Assam,Manager,policy2,Chat,policy3,Family,Text,Mail,Anytime,German,1
2964,23,Female,Married,2596.422823,3/22/2022,15653,729.349,Master's Degree,Himachal Pradesh,Doctor,policy5,Mobile App,policy3,Group,Email,Mail,Evening,English,1
1753,26,Male,Single,2273.437844,11/12/2023,40353.1,1443.587,Bachelor's Degree,Manipur,Salesperson,policy3,Mobile App,policy3,Family,Mail,In-Person Meeting,Weekends,German,1
2563,23,Female,Single,1340.313409,8/27/2023,30721.8,1037.183,Master's Degree,Chhattisgarh,Doctor,policy1,Mobile App,policy4,Individual,Email,Mail,Anytime,Mandarin,1
321,37,Female,Single,1233.269119,11/24/2022,16887.4,770.75,High School Diploma,Dadra and Nagar Haveli,Salesperson,policy2,Phone,policy5,Business,Mail,Email,Weekends,German,1
1384,20,Male,Divorced,1808.294073,10/30/2023,30650.8,1087.524,Associate Degree,Uttar Pradesh,Entrepreneur,policy2,In-Person,policy3,Group,Phone,Phone,Weekends,German,1
973,29,Female,Married,1964.193458,8/30/2023,34792.1,1612.473,Doctorate,Delhi,Teacher,policy1,In-Person,policy3,Group,Text,Phone,Afternoon,English,1
2805,23,Male,Single,2450.247574,2/12/2023,43000.2,1934.71,Bachelor's Degree,Uttarakhand,Artist,policy3,Chat,policy1,Family,In-Person Meeting,Phone,Weekends,German,1
719,21,Female,Married,1357.892608,6/24/2022,30149.2,1041.516,Bachelor's Degree,Telangana,Lawyer,policy5,Email,policy3,Group,In-Person Meeting,Mail,Morning,German,1
2042,21,Male,Single,1682.272011,10/25/2023,46519.2,1793.569,High School Diploma,Dadra and Nagar Haveli,Engineer,policy3,Chat,policy5,Group,Phone,Phone,Morning,English,1
3429,47,Female,Married,4815.141703,8/15/2013,387108,5200.36,Master's Degree,Punjab,Doctor,policy5,Mobile App,policy4,Family,In-Person Meeting,Text,Evening,German,3
728,51,Female,Widowed,4012.62583,6/17/2012,218509,4370.67,High School Diploma,Tripura,Salesperson,policy1,In-Person,policy2,Group,Mail,Email,Weekends,German,3
911,54,Male,Widowed,4108.769059,10/4/2011,258944,4722.92,Bachelor's Degree,Assam,Artist,policy3,Mobile App,policy1,Business,Email,Email,Morning,French,3
3259,63,Female,Married,4175.741405,8/2/2009,169006,4632.55,Bachelor's Degree,Manipur,Teacher,policy4,Mobile App,policy2,Individual,In-Person Meeting,Phone,Anytime,Spanish,3
2553,66,Female,Married,6226.570198,9/13/2008,286440,6481.67,High School Diploma,Uttarakhand,Engineer,policy3,Mobile App,policy5,Business,Email,Text,Afternoon,Mandarin,3
342,40,Female,Married,5352.605153,3/18/2015,254054,5246.24,Associate Degree,Dadra and Nagar Haveli,Salesperson,policy3,Phone,policy4,Group,Email,Email,Anytime,Spanish,3
114,48,Female,Married,5913.840032,3/10/2013,362727,4464.41,Master's Degree,Maharashtra,Nurse,policy3,Chat,policy3,Group,Phone,In-Person Meeting,Weekends,German,3
710,40,Female,Married,6076.509413,3/1/2015,350536,7751.32,Associate Degree,Bihar,Manager,policy1,In-Person,policy1,Group,Text,Phone,Evening,Spanish,3
1262,50,Male,Married,4349.356473,9/2/2012,57461,709.3,Associate Degree,Chandigarh,Lawyer,policy5,In-Person,policy1,Business,Text,Mail,Weekends,Spanish,3
491,40,Female,Widowed,4727.972876,5/9/2015,150123,2513.68,Bachelor's Degree,Manipur,Artist,policy3,Phone,policy3,Family,Phone,In-Person Meeting,Afternoon,German,3
1342,48,Male,Married,4957.111865,3/3/2013,322660,4148.39,Associate Degree,Andaman and Nicobar Islands,Lawyer,policy1,Phone,policy2,Business,In-Person Meeting,Email,Morning,Spanish,3
2466,61,Male,Married,4937.277317,1/26/2010,198586,4734.58,High School Diploma,Haryana,Salesperson,policy2,Mobile App,policy5,Group,Mail,Phone,Evening,German,3
2578,24,Female,Married,4318.471783,3/22/2019,433395,6121.72,Doctorate,Delhi,Entrepreneur,policy1,Phone,policy1,Business,Phone,In-Person Meeting,Evening,French,3
2229,43,Female,Married,5071.111662,8/19/2014,479484,8552.65,High School Diploma,Delhi,Salesperson,policy5,Mobile App,policy2,Family,Email,Mail,Anytime,Mandarin,3
2131,36,Male,Married,5000.801827,4/27/2016,281496,7857.54,Associate Degree,Andhra Pradesh,Lawyer,policy2,Mobile App,policy1,Individual,Phone,Text,Morning,German,3
316,62,Female,Married,4582.779479,9/9/2009,217860,3068.85,High School Diploma,Karnataka,Manager,policy5,In-Person,policy1,Business,Email,Email,Weekends,Mandarin,3
848,47,Male,Widowed,4646.496306,6/25/2013,256821,5176.51,Bachelor's Degree,Karnataka,Entrepreneur,policy1,Email,policy3,Group,In-Person Meeting,Phone,Afternoon,English,3
2973,41,Male,Widowed,6134.100936,2/2/2015,242121,4451.5,Master's Degree,Chhattisgarh,Entrepreneur,policy1,Mobile App,policy1,Family,Text,In-Person Meeting,Evening,German,3
2410,39,Male,Widowed,4103.295885,6/8/2015,374637,3882.17,High School Diploma,Tamil Nadu,Engineer,policy2,Phone,policy3,Group,Phone,Mail,Weekends,German,3
2925,46,Female,Married,3666.876172,10/22/2013,86027,2224.24,Bachelor's Degree,Lakshadweep,Manager,policy2,Phone,policy2,Family,In-Person Meeting,In-Person Meeting,Weekends,German,3
1187,40,Female,Married,4790.168637,3/27/2015,405691,4617.14,Doctorate,Uttar Pradesh,Nurse,policy5,Chat,policy2,Group,In-Person Meeting,In-Person Meeting,Afternoon,French,3
3274,51,Male,Married,6061.625389,6/29/2012,223921,4363.12,Doctorate,Bihar,Teacher,policy1,Mobile App,policy1,Group,Mail,Email,Morning,Mandarin,3
3189,45,Female,Married,4275.248269,2/17/2014,412271,8745.74,Master's Degree,Himachal Pradesh,Nurse,policy5,In-Person,policy1,Family,Email,Mail,Weekends,Mandarin,3
3221,56,Female,Married,4152.113684,5/6/2011,198930,4489.56,Associate Degree,Delhi,Salesperson,policy5,Email,policy3,Individual,Text,Phone,Weekends,English,3
1826,44,Female,Divorced,4430.017002,5/2/2014,265234,6305.31,Doctorate,Punjab,Teacher,policy5,Mobile App,policy2,Business,Text,In-Person Meeting,Morning,Mandarin,3
3213,61,Female,Widowed,3684.696933,1/27/2010,129003,1943.49,Doctorate,Tamil Nadu,Lawyer,policy3,Email,policy1,Group,Mail,Phone,Weekends,Spanish,3
2400,48,Female,Widowed,5459.199387,5/5/2013,233467,2381.26,Doctorate,Goa,Teacher,policy4,Mobile App,policy1,Group,In-Person Meeting,Email,Weekends,German,3
532,47,Female,Married,4675.319977,6/17/2013,89758,2196.28,Associate Degree,Lakshadweep,Artist,policy1,Chat,policy1,Group,In-Person Meeting,In-Person Meeting,Morning,German,3
3101,45,Male,Married,4186.154985,11/27/2013,366456,7590.45,Associate Degree,Uttarakhand,Nurse,policy4,In-Person,policy1,Group,Mail,Phone,Evening,French,3
1468,48,Female,Married,4512.689136,5/6/2013,380814,10176.25,Associate Degree,Haryana,Entrepreneur,policy5,In-Person,policy4,Group,Text,Mail,Anytime,Spanish,3
1626,49,Female,Married,3964.825573,1/9/2013,132279,3495.84,High School Diploma,Delhi,Salesperson,policy2,Email,policy2,Business,Email,In-Person Meeting,Evening,French,3
2797,51,Male,Married,5426.59846,8/2/2012,65434,1757.98,Bachelor's Degree,Bihar,Manager,policy2,Email,policy3,Business,In-Person Meeting,In-Person Meeting,Evening,English,3
3418,55,Female,Married,5022.51034,6/2/2011,245119,4829.31,Associate Degree,Andhra Pradesh,Lawyer,policy2,Mobile App,policy1,Family,Phone,In-Person Meeting,Weekends,German,3
1497,44,Male,Married,5829.320818,3/15/2014,490991,8186.08,Doctorate,Madhya Pradesh,Salesperson,policy4,Email,policy1,Family,Text,In-Person Meeting,Afternoon,German,3
213,54,Female,Married,6206.271806,11/12/2011,387913,10020.24,Doctorate,Puducherry,Manager,policy1,In-Person,policy4,Individual,Phone,Text,Afternoon,French,3
2618,47,Female,Widowed,5440.939087,8/7/2013,295754,5626.98,Master's Degree,Assam,Teacher,policy3,Mobile App,policy1,Family,Mail,Mail,Afternoon,French,3
2913,42,Male,Divorced,3120.860096,8/20/2014,378821,5178.05,Associate Degree,Mizoram,Entrepreneur,policy1,Mobile App,policy5,Group,Email,Phone,Morning,French,3
3298,47,Female,Widowed,7529.999275,7/2/2013,133555,3619.27,Bachelor's Degree,Odisha,Teacher,policy3,Chat,policy3,Business,Text,In-Person Meeting,Anytime,German,3
2292,47,Female,Married,5092.845259,6/4/2013,178379,4932.39,Doctorate,Tripura,Doctor,policy3,Chat,policy1,Group,Text,Mail,Evening,Mandarin,3
3115,34,Male,Widowed,5113.423016,11/9/2016,266992,5159.94,High School Diploma,Bihar,Lawyer,policy2,Email,policy2,Family,Text,Phone,Evening,German,3
1654,57,Female,Married,5768.46011,1/15/2011,289511,3333.43,Master's Degree,Jharkhand,Entrepreneur,policy3,Mobile App,policy5,Business,Mail,Mail,Weekends,French,3
2004,53,Female,Widowed,4686.159066,11/22/2011,226806,4027.29,Associate Degree,Tripura,Doctor,policy1,Phone,policy2,Family,Email,Mail,Weekends,German,3
1114,50,Female,Married,5593.029542,10/27/2012,413809,10788.31,Bachelor's Degree,Madhya Pradesh,Lawyer,policy5,Chat,policy1,Group,In-Person Meeting,Email,Weekends,English,3
545,66,Male,Married,5186.453919,10/9/2008,483819,13564.1,Associate Degree,Goa,Salesperson,policy4,Phone,policy2,Group,Text,Email,Weekends,English,3
1840,29,Female,Married,4413.812624,11/20/2017,118803,1671.49,Master's Degree,Himachal Pradesh,Salesperson,policy2,Mobile App,policy5,Group,Mail,Phone,Afternoon,French,3
815,74,Male,Married,4774.607152,8/31/2006,482548,5471.84,Master's Degree,Assam,Artist,policy3,Email,policy3,Individual,Phone,In-Person Meeting,Anytime,French,3
635,35,Male,Widowed,5795.168652,7/3/2016,403847,11124.78,Doctorate,Gujarat,Entrepreneur,policy5,Chat,policy1,Group,Email,In-Person Meeting,Afternoon,French,3
2149,46,Male,Married,5658.296807,9/22/2013,333456,5931.55,Associate Degree,Chhattisgarh,Engineer,policy1,Email,policy5,Business,Text,Email,Morning,English,3
2156,52,Female,Married,7110.494075,3/30/2012,274448,5718.18,Associate Degree,Punjab,Lawyer,policy5,Mobile App,policy4,Business,Phone,Email,Weekends,German,3
858,60,Female,Widowed,4831.132844,3/22/2010,225251,6613.67,Master's Degree,Uttarakhand,Doctor,policy1,Phone,policy1,Group,Email,Email,Weekends,Mandarin,3
1709,56,Female,Widowed,5323.362852,3/24/2011,252514,2861.31,Associate Degree,Andaman and Nicobar Islands,Teacher,policy2,Phone,policy1,Business,Email,In-Person Meeting,Weekends,English,3
879,43,Male,Widowed,5416.918384,6/2/2014,295404,6784.35,High School Diploma,Maharashtra,Manager,policy4,Chat,policy2,Business,Text,In-Person Meeting,Weekends,French,3
956,60,Female,Widowed,5351.327756,2/19/2010,167961,1928.55,High School Diploma,Jharkhand,Teacher,policy1,Mobile App,policy4,Group,In-Person Meeting,Phone,Anytime,Mandarin,3
673,42,Male,Married,4446.076749,9/18/2014,352523,6172.46,High School Diploma,Dadra and Nagar Haveli,Artist,policy3,Email,policy1,Group,Phone,Phone,Evening,Spanish,3
490,54,Female,Widowed,4496.928197,9/11/2011,67297,1754.86,Master's Degree,Odisha,Teacher,policy3,In-Person,policy5,Group,Mail,Mail,Morning,English,3
550,51,Female,Married,5134.813399,8/13/2012,314155,5865.1,Bachelor's Degree,Himachal Pradesh,Teacher,policy1,In-Person,policy4,Family,Email,Mail,Afternoon,English,3
1283,48,Female,Married,3689.418094,5/3/2013,170234,5097.43,Bachelor's Degree,Manipur,Teacher,policy3,Phone,policy3,Family,Text,Email,Weekends,Mandarin,3
2336,54,Female,Married,5121.711123,10/11/2011,94014,1991.33,Associate Degree,Madhya Pradesh,Artist,policy2,Mobile App,policy3,Business,In-Person Meeting,Phone,Evening,English,3
485,60,Female,Widowed,4122.140947,5/15/2010,293166,4814.74,Master's Degree,Tamil Nadu,Lawyer,policy3,Phone,policy3,Group,Text,In-Person Meeting,Weekends,English,3
2874,55,Male,Divorced,5626.018854,6/15/2011,454954,6552.35,Master's Degree,Delhi,Entrepreneur,policy4,Mobile App,policy2,Business,Email,Text,Evening,Mandarin,3
376,40,Female,Married,4669.383812,4/1/2015,406477,6914.34,Associate Degree,Uttarakhand,Doctor,policy3,Mobile App,policy5,Business,Mail,In-Person Meeting,Morning,English,3
2595,58,Female,Widowed,5847.549115,11/5/2010,228570,3988.7,High School Diploma,Karnataka,Engineer,policy2,Phone,policy1,Business,In-Person Meeting,Mail,Afternoon,German,3
515,46,Female,Widowed,6472.357519,10/11/2013,308864,3513.1,High School Diploma,Assam,Lawyer,policy3,Chat,policy5,Group,Email,In-Person Meeting,Evening,French,3
3231,60,Female,Married,4876.039529,2/23/2010,323264,5622.04,High School Diploma,Maharashtra,Engineer,policy1,In-Person,policy5,Family,Email,Mail,Anytime,German,3
347,50,Female,Married,7319.018872,9/6/2012,451983,8716.39,Doctorate,Sikkim,Nurse,policy3,Mobile App,policy4,Individual,Email,Text,Evening,French,3
1625,44,Male,Married,6117.781937,5/3/2014,334996,8192.25,Doctorate,Maharashtra,Doctor,policy2,Email,policy3,Individual,Mail,Text,Weekends,Mandarin,3
2751,44,Male,Married,3210.175636,5/13/2014,391383,9054.49,Doctorate,Himachal Pradesh,Entrepreneur,policy3,Email,policy2,Family,Mail,Phone,Evening,French,3
2902,47,Female,Married,6082.383537,5/27/2013,444145,10737.34,Doctorate,Nagaland,Manager,policy1,Phone,policy4,Individual,Mail,Mail,Morning,French,3
391,55,Female,Widowed,6063.423619,8/2/2011,258559,2628.84,Bachelor's Degree,Lakshadweep,Doctor,policy2,Phone,policy2,Family,In-Person Meeting,Mail,Afternoon,Mandarin,3
2311,43,Female,Married,4343.818957,7/22/2014,141575,2032.08,Bachelor's Degree,Punjab,Artist,policy3,Chat,policy2,Business,Mail,In-Person Meeting,Anytime,Spanish,3
762,36,Male,Widowed,6584.815186,2/28/2016,145040,3369.81,Associate Degree,Chhattisgarh,Manager,policy5,Mobile App,policy1,Business,Text,Phone,Weekends,Spanish,3
1533,52,Female,Married,4257.276676,3/28/2012,198510,3906.63,Master's Degree,Puducherry,Teacher,policy1,In-Person,policy2,Business,Text,In-Person Meeting,Afternoon,Mandarin,3
562,58,Female,Widowed,4076.121042,9/30/2010,229587,2320.27,High School Diploma,Sikkim,Doctor,policy2,Email,policy1,Individual,Phone,In-Person Meeting,Weekends,Mandarin,3
622,51,Female,Married,4191.5618,8/13/2012,55744,1454.35,High School Diploma,Mizoram,Artist,policy2,Chat,policy5,Group,Phone,Phone,Anytime,Mandarin,3
170,39,Male,Married,3913.752499,7/18/2015,264892,6743.14,High School Diploma,Delhi,Teacher,policy1,Phone,policy5,Group,Email,Phone,Weekends,Spanish,3
928,55,Male,Widowed,5594.346282,6/23/2011,485633,10182.94,Doctorate,Andhra Pradesh,Doctor,policy3,Chat,policy1,Business,Text,In-Person Meeting,Weekends,German,3
1323,49,Female,Widowed,5006.395094,1/16/2013,450285,5101.4,High School Diploma,Sikkim,Lawyer,policy2,In-Person,policy2,Family,Text,Email,Morning,French,3
1150,54,Male,Widowed,8331.717971,10/22/2011,354503,8979.67,Associate Degree,Lakshadweep,Teacher,policy1,Email,policy4,Business,Text,Mail,Anytime,French,3
1364,64,Male,Widowed,5815.569606,4/30/2009,200871,4353.73,Associate Degree,Lakshadweep,Teacher,policy2,Phone,policy5,Business,In-Person Meeting,Phone,Weekends,French,3
1275,53,Female,Widowed,4403.213301,1/6/2012,410890,10534.89,Master's Degree,Uttar Pradesh,Nurse,policy4,Phone,policy2,Individual,Mail,Mail,Anytime,German,3
1391,31,Female,Married,4093.180052,6/25/2017,274834,6880.45,Bachelor's Degree,Karnataka,Salesperson,policy3,Email,policy5,Group,In-Person Meeting,Phone,Evening,Spanish,3
3277,44,Female,Widowed,4148.71722,5/17/2014,170906,4453.82,Doctorate,Daman and Diu,Artist,policy2,In-Person,policy5,Group,Mail,Phone,Anytime,French,3
2179,56,Male,Widowed,5964.956155,3/15/2011,251260,5115.69,Master's Degree,Assam,Entrepreneur,policy3,Chat,policy1,Individual,Mail,Text,Morning,German,3
179,73,Female,Married,6312.447716,1/5/2007,270931,3469.68,Master's Degree,Punjab,Lawyer,policy3,Email,policy5,Group,Mail,Phone,Evening,German,3
3179,49,Male,Widowed,5118.009564,12/9/2012,303593,7111.1,Associate Degree,Mizoram,Nurse,policy3,Mobile App,policy1,Group,Phone,Text,Weekends,German,3
832,53,Female,Widowed,6399.606052,2/7/2012,288746,6470.65,Bachelor's Degree,Manipur,Manager,policy2,Email,policy2,Family,Phone,Mail,Afternoon,German,3
2450,37,Female,Married,5184.731783,1/5/2016,57597,1431,Bachelor's Degree,Odisha,Lawyer,policy3,Mobile App,policy2,Family,In-Person Meeting,Text,Morning,English,3
2098,58,Male,Married,4151.31173,9/25/2010,359237,4812.92,Master's Degree,Puducherry,Teacher,policy1,Email,policy5,Individual,In-Person Meeting,Phone,Morning,Mandarin,3
1125,49,Female,Married,4456.166773,1/7/2013,480442,6677.91,Associate Degree,Telangana,Lawyer,policy3,Mobile App,policy3,Business,Phone,Mail,Evening,German,3
